#city;country;lat;lng;pop
Volgograd;Russia;48.71;44.5;801827
Itambe;Brazil;-15.2396;-40.63;15450
Cowra;Australia;-33.8296;148.68;5729
Chisinau;Moldova;47.005;28.8577;662064
Everett;United States of America;47.9604;-122.2;291948
Ust Olensk;Russia;72.9978;119.773;10
Cape Girardeau;United States of America;37.3058;-89.5181;38165
Alpena;United States of America;45.0616;-83.4327;14524
Trento;Italy;46.0804;11.12;106377
Jutiapa;Guatemala;14.29;-89.9;42506
Jinotepe;Nicaragua;11.846;-86.195;29507
New Glasgow;Canada;45.5833;-62.6333;19883
Handan;China;36.58;114.48;1494659
Buffalo;United States of America;42.88;-78.88;647778
Tiarat;Algeria;35.3804;1.31996;184195
Nyunzu;Congo (Kinshasa);-5.94957;28.0167;15397
Vicksburg;United States of America;32.3525;-90.8777;24669
Villanueva;Mexico;22.35;-102.88;9093
Khaskovo;Bulgaria;41.9438;25.5633;72805
Pelotas;Brazil;-31.75;-52.33;299270
Dasoguz;Turkmenistan;41.84;59.965;183962
Trnava;Slovakia;48.3666;17.6;60919
El Mansura;Egypt;31.0504;31.38;540247
Accra;Ghana;5.55003;-0.216716;2042132
San Lorenzo;Bolivia;-21.4799;-64.77;3000
Itaberaba;Brazil;-12.5196;-40.3;31722
Paso de los Toros;Uruguay;-32.81;-56.51;11450
Olavarria;Argentina;-36.9;-60.33;65059
Mariestad;Sweden;58.705;13.828;14891
Thai Binh;Vietnam;20.4503;106.333;210000
Requena;Peru;-5.06963;-73.91;17097
Chongqing;China;29.565;106.595;5214014
Guamuchil;Mexico;25.4704;-108.09;60985
Nordvik;Russia;74.0165;111.51;0
Warsaw;Poland;52.25;21;1704569
Padangsidempuan;Indonesia;1.38874;99.2734;183721
Uummannaq;Greenland;70.675;-52.1229;1299
La Barca;Mexico;20.2804;-102.56;34897
Rio Claro;Brazil;-22.41;-47.56;177710
Bassar;Togo;9.261;0.789004;61845
Mulhouse;France;47.7504;7.34998;163442
Serdobsk;Russia;52.4622;44.2218;30263
Katwe;Uganda;-0.129619;29.92;1957
Yaroslavl;Russia;57.62;39.87;571154
Settat;Morocco;33.0104;-7.62001;140415
Machiques;Venezuela;10.0704;-72.5499;44936
Imperatriz;Brazil;-5.52004;-47.49;203339
Vejle;Denmark;55.709;9.535;51177
Buenos Aires;Argentina;-34.6025;-58.3975;11862073
Al-Qatif;Saudi Arabia;26.5196;50.0115;233575
Bolama;Guinea Bissau;11.583;-15.4828;9179
Dangriga;Belize;16.97;-88.22;8506
Kismaayo;Somalia;-0.356633;42.5183;184901
Surin;Thailand;14.8868;103.491;54604
Gifu;Japan;35.4231;136.763;405304
Jilin;China;43.85;126.55;2138988
Jena;Germany;50.9304;11.58;99941
Langsa;Indonesia;4.67358;97.9664;117256
Victor Harbor;Australia;-35.5596;138.617;7489
Mombasa;Kenya;-4.04003;39.6899;840834
Luhansk;Ukraine;48.5698;39.3344;408931
Cabo de Santo Agostinho;Brazil;-8.29;-35.03;144662
Grenoble;France;45.1804;5.72;273563
Rohtak;India;28.9;76.58;317245
Esmeraldas;Ecuador;0.93042;-79.67;134365
Nouakchott;Mauritania;18.0864;-15.9753;701772
Viana Do Castelo;Portugal;41.6962;-8.84414;15555
Dzuunmod;Mongolia;47.711;106.947;17738
Brandfort;South Africa;-28.6996;26.47;6190
Gitega;Burundi;-3.42601;29.8436;23167
Celeken;Turkmenistan;39.4362;53.1226;1206
Puerto Vallarta;Mexico;20.6771;-105.245;183969
Palangkaraya;Indonesia;-2.2096;113.91;148289
Zlin;Czech Republic;49.2304;17.65;101893
Coffs Harbour;Australia;-30.3071;153.112;48961
Ormac;Philippines;11.0643;124.608;129964
Bossangoa;Central African Republic;6.48372;17.45;45246
Kawambwa;Zambia;-9.77952;29.08;20355
Ulkan;Russia;55.9004;107.783;10
Ponta Grossa;Brazil;-25.09;-50.16;271321
Eisenstadt;Austria;47.8333;16.5333;13165
Karokh;Afghanistan;34.4868;62.5918;14388
Olovyannaya;Russia;50.95;115.567;5281
Talkeetna;United States of America;62.3238;-150.109;1078
Nuussuaq;Greenland;74.121;-57.0674;204
Dakar;Senegal;14.7158;-17.4731;2540200
Champasak;Laos;14.8833;105.867;12994
Rouyn-Noranda;Canada;48.25;-79.0332;24312
Saranpaul;Russia;64.2505;60.97;2985
New Liskeard;Canada;47.5;-79.6666;5203
Tripoli;Libya;32.8925;13.18;1209199
Zhongli;Taiwan;24.965;121.217;1001193
Nizhneyansk;Russia;71.4333;136.067;395
Unalakleet;United States of America;63.8734;-160.788;741
Jaboatao;Brazil;-8.11001;-35.02;681214
Yefremov;Russia;53.1491;38.1215;44933
Bafia;Cameroon;4.75039;11.23;41201
Livny;Russia;52.4248;37.6044;52277
Tikhvin;Russia;59.6448;33.5144;50793
Lysychansk;Ukraine;48.9204;38.4274;118010
Mobile;United States of America;30.68;-88.05;221870
Wahiawa;United States of America;21.5031;-158.024;95336
Tura;Russia;64.2833;100.25;5444
Takeo;Cambodia;10.9838;104.783;15264
Cerro de Pasco;Peru;-10.69;-76.27;108071
Satipo;Peru;-11.26;-74.69;15532
Huanren;China;41.2563;125.346;91384
Port Antonio;Jamaica;18.159;-76.38;14400
Cozumel;Mexico;20.51;-86.95;67634
Steinbach;Canada;49.5171;-96.6833;9668
San Luis;Argentina;-33.3;-66.35;308146
La Scie;Canada;49.967;-55.583;817
Sisimiut;Greenland;66.95;-53.6666;5227
Banja Luka;Bosnia and Herzegovina;44.7804;17.18;221422
Sagua la Grande;Cuba;22.809;-80.0711;40752
Falfurrias;United States of America;27.2269;-98.1449;5152
Erenhot;China;43.6616;111.965;19357
Ghadamis;Libya;30.1333;9.50003;6623
Ikare;Nigeria;7.53043;5.76;899965
Salamanca;Chile;-31.7796;-70.98;16739
Kemerovo;Russia;55.34;86.09;470684
Abohar;India;30.1204;74.29;130603
Tumbes;Peru;-3.57003;-80.46;105783
Koriyama;Japan;37.41;140.38;302581
Nelson;Canada;49.4837;-117.283;10796
Ijevan;Armenia;40.8756;45.1492;14737
Syktyvkar;Russia;61.66;50.82;230524
Chililabombwe;Zambia;-12.3696;27.82;69698
Nizamabad;India;18.6704;78.1;346971
Gjovik;Norway;60.8;10.7;20157
Amderma;Russia;69.763;61.6677;282
Parkes;Australia;-33.1296;148.17;7160
Juarez;Argentina;-37.6655;-59.8;10609
Myeik;Myanmar;12.4541;98.6115;220009
Reggane;Algeria;26.7;0.166646;22351
Angren;Uzbekistan;41.0304;70.1549;164513
Camana;Peru;-16.6196;-72.72;18695
Sefra;Algeria;32.7604;-0.579949;51118
Uruapan;Mexico;19.4204;-102.07;250919
Cap-Haitien;Haiti;19.7592;-72.2125;208151
Buyant-Uhaa;Mongolia;44.8666;110.15;8776
Iwaki;Japan;37.0553;140.89;324677
Yasothon;Thailand;15.788;104.151;21643
Batatais;Brazil;-20.89;-47.59;44061
Kawagoe;Japan;35.9177;139.491;337931
Jacunda;Brazil;-4.59958;-49.39;51375
Porto Alegre;Brazil;-30.05;-51.2;2644870
El Arish;Egypt;31.1249;33.8006;153753
Milagro;Ecuador;-2.17962;-79.6;55433
Willmar;United States of America;45.1219;-95.0433;18432
Itacoatiara;Brazil;-3.14003;-58.44;51509
Al Qunaytirah;Syria;33.1257;35.8236;2235
Cape Coral;United States of America;26.6029;-81.9797;117387
Pedro Juan Caballero;Paraguay;-22.5446;-55.76;66029
Tianshui;China;34.6;105.92;649883
Syzran;Russia;53.17;48.48;171589
Mizdah;Libya;31.4337;12.9833;16379
Ruteng;Indonesia;-8.61184;120.47;44272
Petatlan;Mexico;17.5204;-101.27;26474
Kirklareli;Turkey;41.743;27.226;58223
San Pedro de Macoris;Dominican Republic;18.4504;-69.3;211019
Raipur;India;21.235;81.635;777497
Blacksburg;United States of America;37.2294;-80.4142;53845
San Juan del Rio;Mexico;20.38;-100;132866
Pucallpa;Peru;-8.36891;-74.535;304917
Nakhodka;Russia;67.7504;77.52;159551
Erie;United States of America;42.1299;-80.085;138991
Anadyr;Russia;64.737;177.475;10332
Rodos;Greece;36.4412;28.2225;56548
Kundian;Pakistan;32.4522;71.4718;35406
Paragould;United States of America;36.0571;-90.5029;22886
Sittwe;Myanmar;20.14;92.88;178387
Umm al Qaywayn;United Arab Emirates;25.5653;55.5533;38531
Artigas Base;Antarctica;-62.1739;-58.8639;34
Novocherkassk;Russia;47.42;40.08;159470
Abaetetuba;Brazil;-1.72453;-48.8849;78735
Fonte Boa;Brazil;-2.51381;-66.0916;13974
Vyazma;Russia;55.2122;34.2918;49118
Cangzhou;China;38.3204;116.87;527681
The Hague;Netherlands;52.08;4.26996;953862
Pasadena;United States of America;29.6609;-95.1477;388767
Fort McPherson;Canada;67.4915;-134.895;1069
Resistencia;Argentina;-27.46;-58.99;368455
Patos;Brazil;-7.01959;-37.29;85720
Jasper;Canada;52.8833;-118.083;3504
Sunbury;Australia;-37.5696;144.71;18677
Vladikavkaz;Russia;43.0504;44.67;341000
Braga;Portugal;41.555;-8.42133;504326
Mangai;Congo (Kinshasa);-4.03961;19.53;19946
Biskra;Algeria;34.86;5.73003;202103
Zhetiqara;Kazakhstan;52.193;61.2399;44922
Benoni;South Africa;-26.1496;28.3299;1795672
Taoudenni;Mali;22.6666;-3.98336;3019
Piso Firme;Bolivia;-13.683;-61.8666;72
Guide;China;36.0451;101.424;7642
Lorengau;Papua New Guinea;-2.032;147.28;5806
El Faiyum;Egypt;29.31;30.84;311582
False Pass;United States of America;54.8512;-163.415;35
Dulan;China;36.1666;98.2666;50
Yaupi;Ecuador;-2.85431;-77.9363;293
Beni Suef;Egypt;29.0804;31.09;339537
Ponce;Puerto Rico;18.0004;-66.6166;156484
San Jose;United States of America;37.3;-121.85;1281471
Navsari;India;20.8504;72.92;163000
Huarmey;Peru;-10.0696;-78.16;9184
Tanjungpinang;Indonesia;0.916829;104.471;176069
Belogorsk;Russia;50.9191;128.464;69057
Nangong;China;37.3704;115.37;82386
Gogrial;South Sudan;8.53373;28.1167;44318
Presov;Slovakia;48.9997;21.2394;85368
Campina Grande;Brazil;-7.23001;-35.88;383098
Abeche;Chad;13.84;20.83;116252
Zhaoqing;China;23.0504;112.45;420984
Tralee;Ireland;52.2667;-9.71665;24662
Houma;United States of America;29.5959;-90.7195;48196
Trancas;Argentina;-26.2167;-65.2833;1599
La Paz;Honduras;14.32;-87.684;17555
Timbuktu;Mali;16.7666;-3.0166;68872
Timbauba;Brazil;-7.49961;-35.32;51327
Nipigon;Canada;49.017;-88.25;1204
Ajmer;India;26.45;74.64;553948
Puerto Berrio;Colombia;6.48044;-74.42;33194
Posadas;Argentina;-27.3578;-55.8851;334589
Batemans Bay;Australia;-35.6896;150.207;5604
Ad Damman;Saudi Arabia;26.4282;50.0997;1411656
Tuxtla Gutierrez;Mexico;16.75;-93.15;473719
Grootfontein;Namibia;-19.5666;18.1166;19149
Cienfuegos;Cuba;22.1444;-80.4403;146549
Batagay;Russia;67.656;134.635;4266
Torreon;Mexico;25.5701;-103.42;834033
Nelson House;Canada;55.8005;-98.85;2500
Hatay;Turkey;36.2304;36.12;305564
Homer;United States of America;59.6429;-151.548;5021
Kangersuatsiaq;Greenland;72.3796;-55.5491;193
Pine Bluff;United States of America;34.2287;-92.0031;51472
Kasimov;Russia;54.9435;41.3931;36009
Puerto Williams;Chile;-54.9333;-67.6167;2381
Sargodha;Pakistan;32.0854;72.675;542603
Alatyr;Russia;54.8504;46.6;44291
Buzuluk;Russia;52.7821;52.2618;84762
Dibrugarh;India;27.4833;94.9;144260
Aleksin;Russia;54.5143;37.0944;59194
Winnemucca;United States of America;40.9734;-117.735;7997
Gimli;Canada;50.6333;-97;2316
Butte;United States of America;46.0039;-112.534;31478
Florianopolis;Brazil;-27.58;-48.52;568783
Praya;Indonesia;-8.72232;116.292;35183
Parnu;Estonia;58.3747;24.5136;40256
Flint;United States of America;43.0129;-83.6875;206235
Pita;Guinea;11.08;-12.401;20052
Ivanovo;Russia;57.01;41.01;417527
Nagua;Dominican Republic;19.376;-69.847;33862
Calais;United States of America;45.166;-67.2424;1781
Khon Kaen;Thailand;16.42;102.83;199317
Tsavo;Kenya;-2.98278;38.4666;414
Denton;United States of America;33.2158;-97.1288;138952
Satadougou;Mali;12.617;-11.4066;706
Nsukka;Nigeria;6.86703;7.38336;111017
Vichuga;Russia;57.2191;41.9287;38093
Lusanga;Congo (Kinshasa);-5.58293;16.5167;177
Kure;Japan;34.251;132.566;196807
Gilgit;Pakistan;35.9171;74.3;124196
Zanzibar;Tanzania;-6.16;39.2;388439
Beyneu;Kazakhstan;45.1834;55.1;32452
Omsk;Russia;54.99;73.4;1089201
Surat;India;21.2;72.84;3368252
Sevastapol;Ukraine;44.6;33.465;346832
Tynda;Russia;55.1743;124.708;33187
Hindupur;India;13.7804;77.49;150805
Meridian;United States of America;32.3642;-88.7036;40863
Villarica;Chile;-39.28;-72.23;16818
Pokhara;Nepal;28.264;83.972;200000
Santa Cruz de Tenerife;Spain;28.47;-16.25;279125
Rockhampton;Australia;-23.3639;150.52;59024
Upernavik;Greenland;72.7094;-56.1417;1129
Volta Redonda;Brazil;-22.5196;-44.095;352971
Kimpese;Congo (Kinshasa);-5.5496;14.4333;10578
Inverness;United Kingdom;57.4671;-4.23327;42956
Karasburg;Namibia;-28.0196;18.74;5071
Sri Jawewardenepura Kotte;Sri Lanka;6.9;79.95;115826
Ziguinchor;Senegal;12.59;-16.29;175747
Goroka;Papua New Guinea;-6.08331;145.385;29101
Melitopol;Ukraine;46.8378;35.3775;135850
Douglas;Isle of Man;54.1504;-4.48002;31036
Dispur;India;26.144;91.7666;16140
Partizansk;Russia;43.1349;133.135;40734
Harstad;Norway;68.7879;16.5156;19203
Jatai;Brazil;-17.8796;-51.75;57135
San Jose;Costa Rica;9.93501;-84.0841;642862
Gillam;Canada;56.35;-94.7;1281
Adjumani;Uganda;3.36139;31.8097;34700
Ghaziabad;India;28.6604;77.4084;1270095
Mezen;Russia;65.8522;44.24;2460
Diego de Almagro;Chile;-26.3696;-70.05;18137
Nazret;Ethiopia;8.54998;39.27;345443
Batumi;Georgia;41.6;41.63;138674
Hermansverk;Norway;61.1833;6.85;1965
Venice;Italy;45.4387;12.335;270816
Shihezi;China;44.3;86.0299;572977
Jacmel;Haiti;18.235;-72.537;33563
Clovis;United States of America;34.4051;-103.205;33477
Atamyrat;Turkmenistan;37.8248;65.1997;32205
Istanbul;Turkey;41.105;29.01;10003305
Port Sudan;Sudan;19.6158;37.2164;489725
Lhokseumawe;Indonesia;5.1914;97.1414;114648
Fortin Falcon;Paraguay;-23.0503;-59.8499;-99
Trepassey;Canada;46.737;-53.3633;398
Jinshi;China;29.6321;111.852;178453
Echuca;Australia;-36.1296;144.75;13460
Harrisonburg;United States of America;38.4494;-78.8692;42131
Alesund;Norway;62.5454;6.38802;45377
Fayetteville;United States of America;36.063;-94.1572;108267
Tongliao;China;43.62;122.27;572555
Gualeguaychu;Argentina;-33.02;-58.52;55860
Lumphat;Cambodia;13.507;106.981;19205
Puerto Suarez;Bolivia;-18.9496;-57.85;17273
Yeniseysk;Russia;58.4515;92.1565;15407
Chegga;Mauritania;25.3804;-5.77997;10
Grise Fiord;Canada;76.4417;-82.95;23
Dundalk;Ireland;54.0004;-6.41667;38884
Kalbarri;Australia;-27.6662;114.167;1537
Quarai;Brazil;-30.38;-56.4599;18462
Shache;China;38.4261;77.25;282391
Palm Coast;United States of America;29.538;-81.2233;45030
Shantou;China;23.37;116.67;1467486
Madisonville;United States of America;37.3327;-87.5022;20858
Hays;United States of America;38.8794;-99.3222;20638
Moca;Dominican Republic;19.397;-70.523;61834
Chapleau;Canada;47.8337;-83.4;2663
Horlivka;Ukraine;48.2996;38.0547;337717
Raub;Malaysia;3.7927;101.842;36772
Jauja;Peru;-11.7996;-75.5;21057
Yevlax;Azerbaijan;40.6172;47.15;50014
Deva;Romania;45.8833;22.9167;67802
Melbourne;United States of America;28.0833;-80.6083;170870
Natitingou;Benin;10.3204;1.38998;65356
Wa;Ghana;10.0604;-2.50001;76891
Port Hope Simpson;Canada;52.5333;-56.3;197
San Pedro de las Colonias;Mexico;25.7592;-102.983;53688
Oradea;Romania;47.05;21.92;210222
Alto Rio Sanguer;Argentina;-45.0333;-70.8333;1548
Nice;France;43.715;7.26502;632810
Prescott;United States of America;34.59;-112.448;47587
Reno;United States of America;39.53;-119.82;265363
Bamian;Afghanistan;34.8211;67.521;61863
Stuttgart;Germany;48.78;9.2;1775644
Bahraich;India;27.6204;81.6699;182218
Awka;Nigeria;6.21043;7.07;400828
Xai-Xai;Mozambique;-25.04;33.64;128085
Segezha;Russia;63.7548;34.3243;28961
Salvador;Brazil;-12.97;-38.48;3081422
Bartica;Guyana;6.41042;-58.63;11340
Sheffield;United Kingdom;53.3667;-1.5;922800
Olsztyn;Poland;53.8;20.48;179236
Linz;Austria;48.3192;14.2888;265161
Charagua;Bolivia;-19.7996;-63.22;3025
Baia Mare;Romania;47.6595;23.5791;134630
Gyor;Hungary;47.7004;17.63;132173
Forecariah;Guinea;9.43;-13.098;12358
Verkhoyansk;Russia;67.5447;133.385;1388
Djanet;Algeria;24.5529;9.48225;666
Kathmandu;Nepal;27.7167;85.3166;895000
Lorient;France;47.7504;-3.36658;71532
Canton;United States of America;40.7989;-81.3786;168410
Dire Dawa;Ethiopia;9.58999;41.86;250325
Puerto Cabezas;Nicaragua;14.0333;-83.3834;38318
Lankaran;Azerbaijan;38.754;48.8511;60180
Labrador City;Canada;52.9414;-66.9159;8840
Ouahigouya;Burkina Faso;13.5704;-2.41999;70300
Orange Walk;Belize;18.0904;-88.56;18066
Inuvik;Canada;68.35;-133.7;3022
Bom Jesus da Lapa;Brazil;-13.2495;-43.44;40691
Suzhou;China;31.3005;120.62;1496545
Wailuku;United States of America;20.8915;-156.505;32769
Hot Springs;United States of America;34.504;-93.055;40826
Hailun;China;47.4504;126.93;104848
Yen Bai;Vietnam;21.705;104.875;96540
Palu;Indonesia;-0.907039;119.833;473871
Burlington;United States of America;40.8079;-91.1128;27690
Limeira;Brazil;-22.5495;-47.4;241071
Miass;Russia;54.9954;60.0949;148834
Zunyi;China;27.7;106.92;657646
Danville;United States of America;36.5863;-79.3953;43176
Mehtar Lam;Afghanistan;34.65;70.1667;17345
Ati;Chad;13.2171;18.3333;24723
Campo Murao;Brazil;-24.0496;-52.42;74173
Nova Friburgo;Brazil;-22.26;-42.5401;162676
Rawson;Argentina;-43.3;-65.1;25062
Besalampy;Madagascar;-16.7495;44.4833;1022
Gdynia;Poland;54.5204;18.53;284197
Shizuishan;China;39.2333;106.769;109824
Parintins;Brazil;-2.61004;-56.74;64428
Miyazaki;Japan;31.9182;131.418;317793
Sfax;Tunisia;34.75;10.72;365164
Bukittinggi;Indonesia;-0.303148;100.361;302855
Schwyz;Switzerland;47.02;8.648;14177
Boulsa;Burkina Faso;12.657;-0.568998;17489
Corum;Turkey;40.52;34.95;168544
Darregueira;Argentina;-37.6996;-63.1666;3412
Trang;Thailand;7.5634;99.608;103728
Kenge;Congo (Kinshasa);-4.82959;16.8999;241
Kodinskiy;Russia;58.6981;99.1777;15670
Labasa;Fiji;-16.4166;179.383;24187
Montego Bay;Jamaica;18.4667;-77.9167;104437
Evinayong;Equatorial Guinea;1.45;10.5667;8462
Wichita;United States of America;37.72;-97.33;378543
Salem;India;11.67;78.1801;825698
Suchboatar;Mongolia;50.25;106.2;24235
Kerema;Papua New Guinea;-7.927;145.838;5646
Shijianzhuang;China;38.05;114.48;2204737
Augusta;United States of America;33.4608;-81.985;152895
Cacheu;Guinea Bissau;12.269;-16.165;10490
Port-Vila;Vanuatu;-17.7334;168.317;39970
Punto Fijo;Venezuela;11.72;-70.21;183260
Dalnerechensk;Russia;45.9273;133.722;25917
Svay Rieng;Cambodia;11.08;105.801;23956
Martapura;Indonesia;-3.4135;114.836;164844
Ingham;Australia;-18.6496;146.167;5996
Kamyanets-Podilskyy;Ukraine;48.6843;26.5809;107329
Wewak;Papua New Guinea;-3.55349;143.637;21686
Qomsheh;Iran;32.0115;51.8597;118301
Teluk Intan;Malaysia;4.01186;101.031;82506
Binghamton;United States of America;42.099;-75.9183;92687
Parachinar;Pakistan;33.8992;70.1008;55685
Bajram Curri;Albania;42.3333;20.0833;7967
Kirkwall;United Kingdom;58.967;-2.95001;5826
Oguz;Azerbaijan;41.0708;47.4583;6876
Ranchi;India;23.37;85.33;945227
Mikumi;Tanzania;-7.39961;36.98;12471
Missoula;United States of America;46.8722;-113.993;68010
Machala;Ecuador;-3.26002;-79.96;205578
Goodnews Bay;United States of America;59.121;-161.587;230
Zambezi;Zambia;-13.54;23.1099;4987
Jakarta;Indonesia;-6.17442;106.829;8832560
Banghazi;Libya;32.1167;20.0667;881187
Pires do Rio;Brazil;-17.2995;-48.28;21688
Almaty;Kazakhstan;43.325;76.915;1096256
Mazatlan;Mexico;29.0171;-110.133;469217
Camrose;Canada;53.0167;-112.817;15747
Grevenmacher;Luxembourg;49.7;6.3333;3958
Zurich;Switzerland;47.38;8.55001;724865
Jiayuguan;China;39.82;98.3;135337
Bintulu;Malaysia;3.16641;113.036;117643
Santander;Spain;43.3805;-3.79999;196025
Bucaramanga;Colombia;7.13009;-73.1259;790410
Saint Gallen;Switzerland;47.423;9.362;70572
Kandi;Benin;11.1304;2.94002;73483
Matadi;Congo (Kinshasa);-5.81661;13.45;212985
Savanna La Mar;Jamaica;18.164;-77.948;25260
Al Khalil;Palestine;31.5406;35.0956;220395
San Salvador de Jujuy;Argentina;-24.1833;-65.3;258739
Sao Joao da Boa Vista;Brazil;-21.98;-46.79;68666
Petropavlovsk Kamchatskiy;Russia;53.062;158.623;182270
Herat;Afghanistan;34.33;62.17;439232
Cuito Caunavale;Angola;-15.1596;19.17;149
Karpinsk;Russia;59.7602;60.0098;30438
Puno;Peru;-15.8329;-70.0333;111350
Chumikan;Russia;54.7114;135.315;1305
Jian;China;27.1304;115;490221
Niigata;Japan;37.92;139.04;537534
Picos;Brazil;-7.08;-41.44;47694
Vadso;Norway;70.0966;29.7657;5139
Mitilini;Greece;39.1104;26.5546;28825
Perth;Australia;-31.955;115.84;1206108
Albury;Australia;-36.06;146.92;68534
Oklahoma City;United States of America;35.47;-97.5187;660475
Siping;China;43.17;124.33;528811
Bhagalpur;India;25.23;86.98;361548
Bairnsdale;Australia;-37.8296;147.61;9427
Brive;France;45.1504;1.53333;54457
Tokar;Sudan;18.4333;37.7333;47726
Kuznetsk;Russia;53.1204;46.6;93027
Luebo;Congo (Kinshasa);-5.34951;21.41;17682
Mossoro;Brazil;-5.19003;-37.34;202294
Auburn;United States of America;32.6097;-85.4808;61881
Vitoria da Conquista;Brazil;-14.85;-40.84;272320
Brussels;Belgium;50.8333;4.33332;1381011
Aracati;Brazil;-4.55999;-37.77;28126
Juigalpa;Nicaragua;12.11;-85.38;35451
Kediri;Indonesia;-7.78962;112;235143
Talara;Peru;-4.57999;-81.28;74760
Mae Sot;Thailand;16.7162;98.5708;45172
Ituni;Guyana;5.43002;-58.25;75
Nottingham;United Kingdom;52.9703;-1.17002;565650
Suntar;Russia;62.1444;117.632;4716
Caloundra;Australia;-26.8;153.133;33737
Grand Rapids;United States of America;42.9637;-85.67;361934
Hancheng;China;35.4704;110.43;140092
Youngstown;United States of America;41.0997;-80.6497;194765
Hamar;Norway;60.82;11.069;29479
Troll Station;Antarctica;-72.0163;2.53332;25
Camabatela;Angola;-8.18959;15.37;12731
Santiago de Cuba;Cuba;20.025;-75.8213;500964
Krasnoturinsk;Russia;59.7948;60.4848;64878
Laascaanood;Somaliland;8.4333;47.3167;60100
Encarnacion;Paraguay;-27.3472;-55.8739;251813
Shchekino;Russia;54.0143;37.5143;73394
Cobija;Bolivia;-11.0333;-68.7333;35511
Xiangfan;China;32.02;112.13;765978
Greenville;Liberia;5.01113;-9.03881;10374
Xigaze;China;29.25;88.8833;59314
San Francisco de Macoris;Dominican Republic;19.3;-70.25;138650
Three Springs;Australia;-29.5333;115.75;190
Maralal;Kenya;1.11046;36.68;20841
Chennai;India;13.09;80.28;5745531
Ushtobe;Kazakhstan;45.2653;77.97;19116
Beledweyne;Somalia;4.73998;45.2;59177
Medford;United States of America;42.3266;-122.874;89081
Dallas;United States of America;32.82;-96.84;3004852
Gulkana;United States of America;62.2714;-145.382;119
Hartford;United States of America;41.77;-72.68;518509
Lijiang;China;26.8;100.267;18445
Nata;Botswana;-20.2095;26.19;2492
Kadugli;Sudan;11.01;29.7;132298
Athens;United States of America;33.9613;-83.378;78017
Jaboticabal;Brazil;-21.25;-48.33;60780
Louang Namtha;Laos;20.95;101.417;3225
Mainz;Germany;49.9825;8.27322;184997
Songkhla;Thailand;7.20996;100.56;48616
Caballococha;Peru;-3.91626;-70.5083;3195
Samarra;Iraq;34.194;43.875;158508
Port-au-Prince;Haiti;18.541;-72.336;1616371
St.-Jerome;Canada;45.7667;-74;66693
Macheng;China;31.18;115.03;126366
Toluca;Mexico;19.3304;-99.67;1018440
Ihosy;Madagascar;-22.3996;46.1167;13902
Pervouralsk;Russia;56.91;59.955;127236
Nagano;Japan;36.65;138.17;477243
Valencia;Spain;39.485;-0.400012;806652
La Asuncion;Venezuela;11.0333;-63.8833;35084
Soyo;Angola;-6.12961;12.37;65329
Mayaguez;Puerto Rico;18.2015;-67.1397;184993
Elkhart;United States of America;41.6829;-85.9688;100295
Boosaaso;Somalia;11.28;49.18;46969
Quixada;Brazil;-4.97;-39.02;30723
Drammen;Norway;59.7572;10.1907;85437
Des Moines;United States of America;41.58;-93.62;286917
Natashquan;Canada;50.1913;-61.8107;722
Albany;United States of America;44.6205;-123.087;48066
Mchinji;Malawi;-13.8;32.9;18305
Islamabad;Pakistan;33.7;73.1666;690800
Chiromo;Malawi;-16.55;35.1332;25235
Gweru;Zimbabwe;-19.45;29.82;164715
Wonthaggi;Australia;-38.6095;145.59;4471
Ibri;Oman;23.2254;56.517;101640
Daytona Beach;United States of America;29.2106;-81.0231;140775
Vaasa;Finland;63.1;21.6;48930
Tupelo;United States of America;34.2579;-88.7033;33928
Ubaitaba;Brazil;-14.3;-39.33;27411
Makurdi;Nigeria;7.72998;8.53001;245367
Saywun;Yemen;15.943;48.7873;68747
Karibib;Namibia;-21.939;15.853;6898
Tunduru;Tanzania;-11.0896;37.37;600
San Juan del Sur;Nicaragua;11.25;-85.86;5032
Shangzhi;China;45.2204;127.97;89699
Ayorou;Niger;14.7318;0.919468;14001
Cuilapa;Guatemala;14.279;-90.298;16484
Volos;Greece;39.37;22.95;97528
Holman;Canada;70.7334;-117.75;449
Miahuatlan;Mexico;16.33;-96.6;16661
Sica Sica;Bolivia;-17.33;-67.73;1006
Sodankyla;Finland;67.4171;26.6;6516
Likasi;Congo (Kinshasa);-10.97;26.78;428411
Tibati;Cameroon;6.46698;12.6333;22096
Bhopal;India;23.25;77.41;1663457
Aveiro;Portugal;40.641;-8.651;54162
Peace River;Canada;56.2333;-117.283;5014
Diebougou;Burkina Faso;10.952;-3.248;12732
Meerut;India;29.0004;77.7;1310592
Stoeng Treng;Cambodia;13.523;105.974;29665
Culiacan;Mexico;24.83;-107.38;695734
Cadillac;United States of America;44.2512;-85.4136;12177
Mwenga;Congo (Kinshasa);-3.03823;28.4325;2216
Bethlehem;South Africa;-28.2196;28.3;66373
Rivera;Uruguay;-30.8996;-55.56;132232
Cilacap;Indonesia;-7.71882;109.015;1174964
Angangxi;China;47.1601;123.8;24317
Orekhovo-Zuevo;Russia;55.82;38.98;130123
Merida;Spain;38.912;-6.338;52423
Detroit;United States of America;42.33;-83.0801;2526135
St.-Denis;France;-20.8789;55.4481;163621
Tanjungpandan;Indonesia;-2.75003;107.65;61591
Campos;Brazil;-21.75;-41.32;378943
